Name,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,cluster,is_centroid,selected
2016_BCCS_SP126,-0.738784132391746,-0.3701234835356483,0.7744120210072888,0.38521062802718226,1.115533869512711,-0.013707257276040528,2,False,False
2017_BCCS_SP126,-1.7871250618756565,-0.2680561081696141,3.6113314821125067,-2.433013787235743,2.020647898840934,0.4891530943605353,2,False,False
2018_BCCS_SP126,-1.058616071116153,0.4303433268542157,2.517404009665124,0.4516884912364513,-0.2576405808358714,-0.23374800713462138,3,False,False
2019_BCCS_SP126,-0.7134105046858162,0.20538895688545208,-0.6549002540193783,2.736790299638749,0.7203072038994999,1.4611754388254394,3,False,False
2020_BCCS_SP126,-1.626069915512133,0.3504049292204592,0.03222952403615409,0.4305765932632262,1.5224409062408317,-0.1495551649840296,2,False,False
2021_BCCS_SP126,1.411085966579303,-3.1727644362272045,0.4271980719755972,-0.38513174777873965,2.1086827077263446,1.0771962259863772,0,False,False
2022_BCCS_SP126,-1.6517536788982397,-2.9568867751959536,0.7400485549252904,-1.0291547976476485,1.2439368118146263,-0.6737524918000621,2,False,False
2023_BCCS_SP126,0.6525119930129346,1.8382213590916379,-0.032306085228828246,-1.20138490613861,1.4121580796070063,-0.7536089366422446,1,False,False
2024_BCCS_SP126,-0.2748712912755289,-0.9720626228831433,4.223169338808815,-0.5502663470982887,-0.24213985622840387,-0.5100928559938925,2,False,False
2025_BCCS_SP126,0.6370392599400941,-1.5133999134294691,1.8206756003703952,-0.7544370356123051,-1.1046201457433709,-0.4210152005928745,0,False,False
2026_BCCS_SP126,-1.0129206380735702,-0.8423932257593829,4.078664603309282,1.6493245765649254,1.779468342531747,-0.6052699316174126,2,False,False
2027_BCCS_SP126,1.9800003554585444,2.2485472198997707,-0.09865061845142292,0.8056749062783161,0.7213451748594538,-0.565526826723909,1,False,False
2028_BCCS_SP126,-2.3073290121434122,1.132682681370558,-0.904526981528702,0.659461832047268,-0.8576833024758341,1.303039791074433,3,False,True
2029_BCCS_SP126,-0.997876534806119,1.2077663924953592,0.40635875396162635,-0.8939110584145767,-0.4612348860066199,-0.8275166159969237,3,False,False
2030_BCCS_SP126,0.24710853609557215,2.8196059046380513,-1.069027667808349,1.0308583920101966,0.1160262391270033,0.24752956811297416,3,False,False
2031_BCCS_SP126,0.6764981796735605,2.924545926149067,-0.10742761117721862,0.8902126508962843,-0.3164846284895298,0.8137141498216951,3,False,False
2032_BCCS_SP126,1.5810048056901613,4.3134463492869175,-0.21402716020381163,-0.49394020274478884,-0.28882217689227535,0.38152231351143934,1,False,False
2033_BCCS_SP126,-2.6574221947445174,0.39134264146491016,1.4185855529712261,1.105407926565475,0.6970680968552445,-0.2816454689659766,3,False,False
2034_BCCS_SP126,-3.4920468554710906,-0.45746217729054356,1.7255291544892886,1.0746016955350315,0.46302580705346763,0.18399462904070607,3,False,False
2035_BCCS_SP126,-1.4587098865153079,-1.946771985632263,1.1027309398314398,-0.9377290837080144,2.2272248912875954,0.02127528689951697,2,False,False
2036_BCCS_SP126,-0.8856469122377265,1.4129159799726394,-0.09554048013623763,-1.1420790422326477,-0.08081457105936618,-0.3296423573932319,3,False,False
2037_BCCS_SP126,0.5691958602553964,0.6999685640036171,1.0586368948617222,0.6076520428064303,-0.30395061604895357,0.38146606663338173,3,False,True
2038_BCCS_SP126,0.38312754100128077,-2.332213745418002,1.7517631710006287,0.6746019947774486,0.18413548110581043,1.047456938357433,0,False,False
2039_BCCS_SP126,0.22858953009934346,1.1231156682048833,-0.8721263622670181,1.6270099488875678,1.6935270976850036,0.08811401419728467,1,False,False
2040_BCCS_SP126,-0.23515383875723858,-0.6527802871001182,2.2131129825885116,-1.2503611698051833,1.4091914150086888,-0.7912217073265818,2,False,False
2041_BCCS_SP126,0.293215096540416,-2.0859791526975715,1.165110758560394,-0.7550436698117389,2.3782362796298977,0.5666320675897194,2,False,False
2042_BCCS_SP126,-0.9383788571330661,-1.3225264620674952,2.607361975582928,-0.4918059134028034,2.466408283691432,-0.05983835394910647,2,False,False
2043_BCCS_SP126,-2.7080004889854905,-0.24413868875094996,-0.13615766942263569,1.740058622655175,0.11349795579072658,0.30168432360725833,3,False,False
2044_BCCS_SP126,-1.1884902721440287,-0.3507094311494653,-0.3115115056154569,-0.2494824536955167,0.951717634816409,-0.6211663815305498,2,True,False
2045_BCCS_SP126,-0.2912109642917036,-0.32133839032036504,0.7627570106564264,0.521450463727846,-1.0712611006439783,-1.7465899939287775,3,False,False
2046_BCCS_SP126,1.5971708526877086,-1.1570610685027147,0.04033596261164782,0.5423147294763527,0.23317882027300216,-0.47167491179540055,1,False,False
2047_BCCS_SP126,-0.8440021646646424,-0.2894683512934548,-1.1295446177129955,0.602416298888728,0.7245033442359349,-0.3611196800400298,2,False,False
2048_BCCS_SP126,5.136454233256401,1.0464511780957735,0.15410449239169227,-1.1704177174854422,-0.40828012582259443,0.835504658948859,1,False,True
2049_BCCS_SP126,2.767119571248619,-3.9620365259220622,2.6042836329347194,-0.3809017544619312,-1.4696013142289348,2.1143129840355397,0,False,False
2050_BCCS_SP126,-0.003332536441777195,-0.5453192950409771,-0.02454213662834625,-0.6676889022204395,-1.1893670326885397,-0.3928304780882526,0,False,False
2051_BCCS_SP126,2.1218470857838687,0.8443548928828898,-0.14531738629265753,2.05201705389297,0.34406563739583973,-1.7025829756431148,1,False,False
2052_BCCS_SP126,1.973091421261699,2.8056329188897755,1.174384920943401,1.2637725465471963,0.01905102390466537,-1.962496281899818,1,False,False
2053_BCCS_SP126,-0.4519943901759178,1.9673078396083463,0.6224894732756394,0.8686675733416079,-0.20569662506807784,-1.3343991026409823,3,False,False
2054_BCCS_SP126,-1.2475748818767918,-0.5802816103691981,-1.382537992360255,0.8150024085117465,0.15281628126116736,-0.7763427178438239,2,False,False
2055_BCCS_SP126,0.7854097123557005,-0.17311900227098448,-1.3541015796965998,1.6781615587240506,0.6814722204853884,0.0064759455115449595,1,False,False
2056_BCCS_SP126,0.4105031923376383,0.08187550218708804,-2.346939450183592,0.9492510031352239,-0.18334738036345735,0.9445375137417693,1,False,False
2057_BCCS_SP126,-0.9458874627879762,1.037068959577197,-0.16546258202365402,1.703979972388457,-1.022945414758337,-1.4430230989722004,3,False,False
2058_BCCS_SP126,0.5891512971928516,-0.4282065775957994,-0.3719764380462933,-0.35723632928904153,0.10003639403746015,-1.9885869958850841,2,False,False
2059_BCCS_SP126,0.4796727839929397,0.7634074318660923,-0.09491285786423781,1.118516707632144,-0.7404842222448792,-0.21775632411370657,3,False,False
2060_BCCS_SP126,1.516813045846969,-1.1548894568912809,0.7661626738709209,2.8057788080325055,-0.03127629003069399,0.9933310360380855,1,False,False
2061_BCCS_SP126,0.8946359397415651,-0.7792652453798782,-2.3783175398446237,0.1382210915961819,-0.5911273421733588,1.1525387167984233,0,False,False
2062_BCCS_SP126,-1.805313833758277,-0.07834034463538797,-1.9062148274504478,0.6291549880601407,0.053111797448395934,-1.4101235226201994,2,False,False
2063_BCCS_SP126,-0.19994956320950535,1.1275716455815692,-1.73694989041169,1.4241642876041731,-0.28361456882612923,-0.5135793474834858,3,False,False
2064_BCCS_SP126,-0.5562725962175629,-0.2844352780830679,-2.630038543906162,0.3305439135633389,-0.3386731420456835,-0.3223130213802948,0,False,False
2016_CMR5_SP126,6.058612823012902,-1.6352407350650053,-0.09911654822341676,2.26829655828708,1.0590599667545608,-0.8556879516500382,1,False,True
2017_CMR5_SP126,4.8772524959481665,-2.384343759783385,-1.5590351604065673,-0.8181072126579189,0.6583727938250207,-1.0261074424271013,1,False,False
2018_CMR5_SP126,-0.7448803638117611,1.4378044532653067,-1.433266848706219,0.9299958700935391,-0.505615458593498,-1.0610518449492032,3,False,True
2019_CMR5_SP126,1.2041418640847517,1.9080812309401762,-0.7896859093473872,3.3043925680564197,-0.2170111961083082,0.8784857789538664,3,False,False
2020_CMR5_SP126,-0.4078069428251687,1.6388681323290206,1.3851049166304408,0.3844531283432621,-0.8167547285647742,0.19598906023971474,3,False,False
2021_CMR5_SP126,1.2540251392946284,1.8900266983058718,-1.6565282922302016,1.6542501754599799,-0.6677315788629127,1.1146115544815736,1,False,False
2022_CMR5_SP126,-1.7871481392398583,2.7272462436927487,-0.8493650676513622,1.860293930986071,-2.821741689331281,-1.025872729946632,3,False,False
2023_CMR5_SP126,-0.3802186240248327,0.3962977507749299,-1.7786881611772394,0.6884729817123436,0.6466048606956889,-0.9885730017931986,2,False,False
2024_CMR5_SP126,3.538296809476825,2.276095155878438,-0.1711470680769497,0.8233281151790365,-1.0811827000924767,-0.5520280605853181,1,False,True
2025_CMR5_SP126,2.008692488131935,-0.0001826519863156184,-0.030446685199884957,-1.9398193480777368,0.6636615093450304,0.191819823134528,1,False,False
2026_CMR5_SP126,-0.6146840562806074,-1.3999793513687386,-0.644886052528818,-0.2405381322730181,-0.4229357294017029,0.48040533977810873,0,True,False
2027_CMR5_SP126,-2.971830965336724,0.8750363867069442,0.6980531241986552,-0.7919316519920495,-1.7293049415115096,0.06376996035249156,3,False,False
2028_CMR5_SP126,-1.677316101192538,0.1114323952727696,-0.9415891857205094,-0.6180034579729277,0.7200588889768222,-0.8094051142408755,2,False,False
2029_CMR5_SP126,0.21807499654160933,-0.06866934199022218,-1.2689759123555155,0.0421385387951864,1.0494094286840605,-1.5915450789213188,2,False,False
2030_CMR5_SP126,-1.2161733777710546,-0.08235719868189278,-2.2773287581421098,0.05003152010796961,-0.595795704638099,-0.5431884806940124,0,False,False
2031_CMR5_SP126,-2.2347204707095707,-0.3588191272778785,0.08960659019516609,-0.9887161879246705,-0.0131523392987552,0.5395610028332922,2,False,False
2032_CMR5_SP126,1.2185904554386662,2.3656376646702975,0.6780178600878423,-0.8887006689054912,-0.8577692602766214,-0.04519499631818524,1,False,False
2033_CMR5_SP126,0.20567544050228756,1.8545272145850478,-0.5261472366527765,-1.178104376305264,0.21575068080250834,-0.24968312084829333,1,False,False
2034_CMR5_SP126,-1.4874494839892374,1.2614926007200766,2.0737320645616983,0.18416026482364964,-1.919812222509456,1.2152707144811852,3,False,False
2035_CMR5_SP126,3.9874606217102677,0.32635626652273536,0.8951937713176508,-2.0015053048627407,1.8027358666755093,1.0101754748340759,1,False,False
2036_CMR5_SP126,2.038158978117827,-3.1836165246697132,0.15818031431870372,-0.26801894243794055,-0.8394238797344498,1.2655249597995426,0,False,False
2037_CMR5_SP126,-1.0478182254886172,-0.6456654504732906,-0.9213034265096012,-0.5341191173199572,-1.0973429530976986,1.7806798317715156,0,False,False
2038_CMR5_SP126,-0.6385583752621691,-0.08885047325655288,-0.9466923124107168,-1.6244113090685097,1.2844191922485098,-1.2877718209941855,2,False,False
2039_CMR5_SP126,0.4786025469327895,0.5551325933726984,-2.187233959374539,0.06227526634228775,1.3484796257215603,0.23449832397130516,1,False,False
2040_CMR5_SP126,-0.10715997049676984,1.9162534647491025,-0.5525636318289737,-1.2652183291359664,0.6383520875466877,0.3718265916677145,1,False,False
2041_CMR5_SP126,-2.00271816022813,-0.6141437856939091,-0.07741338160440049,-0.8517000832390397,-0.8849596210709673,-0.18386095392842833,0,False,False
2042_CMR5_SP126,1.068343083913172,0.8625058975270622,-2.1407390536545425,-1.4525316705830662,1.3089672725966306,0.8958743118004747,1,False,False
2043_CMR5_SP126,0.18729413399304096,-0.7448119726081702,-0.45120046818653375,-0.5682967656953316,-0.035368270162443725,1.0176282613663543,0,False,False
2044_CMR5_SP126,1.0520174610719157,-2.3138850035694967,-1.257264564825958,-0.6837783965914116,-0.49897405134277717,0.10177847225102117,0,False,False
2045_CMR5_SP126,-0.7990451294488097,-1.4519876697872425,0.7359928545947557,-0.058073130514959916,-1.4973970331199633,1.3876218922076535,0,False,False
2046_CMR5_SP126,0.10206981293986186,-1.7461324460183352,-0.823941719063081,-1.788276874963499,-0.9558690782971913,1.1672489533555743,0,False,False
2047_CMR5_SP126,-2.3420820578347707,0.23167309805033076,-0.1824796597089064,-1.0410384419512568,-0.2647219840043713,0.1715704200339545,2,False,False
2048_CMR5_SP126,0.5346350100852852,0.17818909777040198,-1.4526401170387175,1.321330376005101,2.6983282562272795,-0.07047723949486097,2,False,False
2049_CMR5_SP126,-0.8574583571823827,-1.554278455319768,-0.2574825285395066,-0.8543493951103153,-0.11094098989768714,0.3525547925172806,0,False,False
2050_CMR5_SP126,-1.6475049067984766,1.6216983121769581,0.7480657462432503,-1.509028222763356,0.5772003186737938,0.9270754880870816,2,False,False
2051_CMR5_SP126,-2.4282401757132708,-0.8238915694253581,-0.5261481991099621,0.24191973882367254,-1.3555260018395168,0.012255955438818474,0,False,False
2052_CMR5_SP126,1.430291426343758,-0.5641222930484988,-0.15050390110570094,-1.0275375407392666,-0.37905253556099466,1.0580417287463295,1,False,False
2053_CMR5_SP126,-0.8296146804249755,2.1669195355901896,-0.23789883867193434,-0.18928984488345205,-0.8393267677505887,-0.6792640049403355,3,False,False
2054_CMR5_SP126,1.1660323395536207,-1.3541537168204867,-1.159072384802807,-1.0902295884000697,1.3872887634546651,-0.5195233240939644,1,False,False
2055_CMR5_SP126,-2.0637268506155024,-1.2561029034756326,-0.10728189662841776,0.4141355392404659,0.7817027429511901,-0.32068435046585614,2,False,False
2056_CMR5_SP126,1.3933163179743344,-1.3356314496507637,0.6479803817825621,0.6439035171067529,-1.2265091000025117,0.687577497155355,0,False,False
2057_CMR5_SP126,-2.721140560268981,0.7288769549290941,1.3393733963486916,-1.9546200909049254,0.9766156884790995,-0.41132477520121047,2,False,False
2058_CMR5_SP126,-0.7496873619741142,-0.12676063303760987,-0.8652289884509093,0.11419929499155904,-0.5182077417561842,-1.3394929746915734,2,False,False
2059_CMR5_SP126,-3.229335065512961,0.3588661650867293,-0.48767859239275224,-1.304143020935889,-0.2481382449970001,0.32936385037924415,2,False,False
2060_CMR5_SP126,1.0953547641689636,0.2414358129684161,-0.9433332987461018,-0.5633800236546931,-1.822947469348887,2.022015317336496,1,False,False
2061_CMR5_SP126,0.2178788818812302,-1.5180147635618266,0.014755546029227018,-1.333404035945939,0.8331313299814117,-0.9061848976847208,2,False,False
2062_CMR5_SP126,-0.30612763078270167,-0.2086495957035942,1.010133097448138,-0.11433274198309915,-1.814810200946128,0.7019859110772724,3,False,False
2063_CMR5_SP126,2.858953567411257,-1.7687810958623404,-0.16460236800228112,0.21170980977861276,1.284085350285587,-0.5393574129620329,1,False,False
2064_CMR5_SP126,2.2637362311363347,-1.217351378081308,1.1752080294183616,-0.11091593798026352,-0.12345226049605551,-1.9255501663305095,1,False,False
2016_ECE3_SP126,-1.2315018068809687,-0.9221999911975366,-1.5406768514321028,-0.041876374795451976,1.32693110264673,-0.315548184615939,2,False,False
2017_ECE3_SP126,-1.1692014637659232,0.05825631832419967,-0.34682348350349945,0.5925281472404569,-0.03873140035838049,0.5463922517833141,3,False,False
2018_ECE3_SP126,-0.6760226055552094,0.4838361015691853,-2.244019659340779,0.4209359230106437,0.556367858026326,1.8581258755135703,0,False,False
2019_ECE3_SP126,-1.3200054409804693,-1.8013960023726334,-0.6360953725691709,-1.602978099046486,0.7711147791640877,0.1911510740780982,0,False,False
2020_ECE3_SP126,-0.9118136378087035,-1.4829419371600696,-0.4598654179412379,0.35026931257580934,1.1092206947456127,-0.040581030705744564,2,False,False
2021_ECE3_SP126,0.5698388852739894,0.2720535554871921,-0.2740896448804846,0.8681733123092275,1.905184496750064,-0.017440884803099254,1,False,False
2022_ECE3_SP126,-1.425606540138032,-2.273176636205214,0.7719404676953218,-0.9865216264905505,-0.38036445873352964,0.19471196507976835,0,False,False
2023_ECE3_SP126,1.5844857294389372,2.9843668657416784,-0.9361964534754205,0.05299142551412446,-0.5154452852070105,-0.09028537291739,1,False,False
2024_ECE3_SP126,-0.22767925242925452,-0.1730055433923961,-3.0094015687053446,-0.15941311638007663,0.6530135002418302,2.315235622343926,0,False,False
2025_ECE3_SP126,-0.7961667742150362,0.2861138467516083,-0.932587503158681,-0.5094939610572928,1.151736377021932,-0.11986416242652312,2,False,True
2026_ECE3_SP126,-1.3019121450291928,-0.890319339754067,-0.01324736103194506,-0.999067099984715,0.019796982007964568,0.21888103049976548,0,False,False
2027_ECE3_SP126,-2.025669074516787,1.1377324344809296,0.09319469678603699,0.34464206866970337,-0.6396247382641609,-0.3133349030416919,3,False,False
2028_ECE3_SP126,-1.9753992862359835,-2.2780476669249765,0.3632638923335977,-0.7949296750955114,1.6067929176761997,-0.49996101037995594,2,False,False
2029_ECE3_SP126,-2.6132893180742114,-0.3681657959807186,-1.1697171075462685,-0.7217002694066669,1.1213494600123752,0.425035697129027,2,False,False
2030_ECE3_SP126,0.7425865307763995,-2.229692888006891,-2.2940937095773113,-0.4725984893110902,0.4520546958481083,-0.5968275219814264,0,False,False
2031_ECE3_SP126,-1.1341212531481788,0.9988432127430894,0.030507441362357446,0.9293613784499469,-0.6556033439539221,-0.08598641930124332,3,True,False
2032_ECE3_SP126,3.4050495112454104,1.76763622789183,-0.624673533085131,-1.4717064371989903,0.9277430996600835,-0.030044846593471695,1,False,False
2033_ECE3_SP126,0.5370834863364989,-0.16112639106374133,0.0380756287071056,-1.5122540546214136,1.8543431452113164,0.30891571206063356,1,False,False
2034_ECE3_SP126,4.18597581369849,-2.907048097376171,1.1437802189904032,-1.4651494688810773,-2.147770305176138,-0.38753956295981706,1,False,False
2035_ECE3_SP126,-0.5964765965253694,0.48761488958679683,-0.03663025482859171,0.6955793928811905,-0.7778235396711338,-0.2701141973140767,3,False,True
2036_ECE3_SP126,4.48526343257195,-0.650283966280837,1.5989902472476845,-0.47087037669780496,-1.9464686440554355,1.0122339080349898,1,False,False
2037_ECE3_SP126,4.7317753737377055,-0.11579395383961466,0.5270570396570244,-0.8162147430127051,-0.014913620974752462,-1.7222851866751707,1,False,False
2038_ECE3_SP126,1.83264894722259,-1.4678927272664182,-0.7456927424528285,-1.9740326426192245,-2.2975444832983003,3.32912818542946,0,False,True
2039_ECE3_SP126,0.29580881905464224,0.4657325156108436,-0.5142819077512202,0.2815308681763135,-0.08025667135470402,-1.884665245379413,1,False,False
2040_ECE3_SP126,-0.032696131954408104,-0.3559776918245194,-1.6342925406640154,1.5613180092783019,-0.6462748983752111,0.4184856856150026,0,False,True
2041_ECE3_SP126,-1.0650665718675483,-0.16029077719222873,-0.41112099263866064,-0.889447933117971,-0.380120673275004,-0.6569692882157695,2,False,False
2042_ECE3_SP126,1.2845297226533245,0.44484970670601204,-0.6311923729196921,-0.4786867500850268,0.2124674853454292,0.12498642825378252,1,True,True
2043_ECE3_SP126,7.389269265296646,-3.190721406151792,-0.5186626472193419,-1.2218560065210524,-1.3399618053291258,-1.4437569870503055,1,False,False
2044_ECE3_SP126,-0.02221181189946858,-0.32740975186740334,0.0729221209125629,-0.505903874064811,-2.3254374247632166,0.7116412128882245,0,False,False
2045_ECE3_SP126,2.5847129116339005,1.206581398016925,-0.18044543300190968,-0.6377722380130695,1.212373107439196,0.029528837632945733,1,False,False
2046_ECE3_SP126,1.2450781003895437,-0.8831650410462613,-1.4886788578167784,-0.47536172889176614,-0.38548111565073295,-0.07525026300291228,1,False,False
2047_ECE3_SP126,1.0549368969079311,-1.9474911449075654,0.4045590662897493,-0.01429037806152307,-1.062648679697954,-0.686448518100475,0,False,False
2048_ECE3_SP126,2.562394237829451,0.5363608116428551,-1.1773127414866318,-0.018498052942032182,1.274534330981395,0.13794259535205236,1,False,False
2049_ECE3_SP126,-1.3494146936562805,0.5429510906373017,-0.8336356342430318,-0.13337409934527114,-0.6332235381722371,0.7355763335350256,3,False,False
2050_ECE3_SP126,-0.13911004026377247,-0.3886003513438131,-0.6093936272238959,-0.2485442548209677,-0.5623572101613091,-0.4265069765568646,0,False,False
2051_ECE3_SP126,2.363622535541738,-0.8186988061813775,-0.13560340770959317,0.19121452886463663,-0.2646473377116972,0.29003915317173257,1,False,False
2052_ECE3_SP126,-0.38922905116522144,2.6909323197922435,1.6738615681788918,0.2841768276603347,-2.111549612122233,-1.1313722705293723,3,False,False
2053_ECE3_SP126,2.040429130996049,1.3919110717945609,0.8500517450617808,-0.5138984789480038,0.4944733971935139,-0.20398495412640005,1,False,False
2054_ECE3_SP126,1.745906442202216,0.08875582371356726,-0.3913743089174714,-0.264052491827653,-0.37517875626657915,0.508555464847589,1,False,False
2055_ECE3_SP126,-0.3012144524638269,-0.3001201309361205,-0.8688627460007898,-0.2774477255480283,-0.9366552285189901,-0.9347918160819171,0,False,False
2056_ECE3_SP126,-1.2390917743655716,-0.012896940636196758,-1.2802704290485918,1.3715938457110606,-0.8601268216736696,-0.9323213956837376,3,False,False
2057_ECE3_SP126,-0.07326896647385528,1.544334533192767,-0.35746868968016354,0.918236965056756,-0.7502528154150536,-1.3369822443849093,3,False,False
2058_ECE3_SP126,0.8523797746983637,0.5214382537618457,-1.0848708849158146,1.158941155471145,0.1401356656018489,-0.35639927258083415,1,False,False
2059_ECE3_SP126,1.309974079997442,1.173011793761707,-0.07829970135460404,1.0952261947348036,-0.37509558850736263,-0.06518735255299533,1,False,False
2060_ECE3_SP126,-2.2841206693867493,1.1135402021242629,1.7425107222464573,-1.616980218390378,-0.32351612464605817,-1.6164432174428716,2,False,True
2061_ECE3_SP126,-0.7310821372171418,0.19692676250644617,-0.10552269685109808,1.5600140156192372,0.061295723106892686,-0.28269165738405944,3,False,False
